,train_loss,train_acc,test_loss,test_acc
0,4.366837501525879,0.04662698412698413,4.057028293609619,0.1015625
1,3.5393126010894775,0.26884920634920634,3.779181718826294,0.15438988095238096
2,2.9918127059936523,0.46800595238095233,3.594343900680542,0.20126488095238096
3,2.587268352508545,0.5752314814814815,3.455864906311035,0.20833333333333334
4,2.236745834350586,0.6671626984126985,3.373568534851074,0.22544642857142858
